#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1980-10-01 to 2023-03-29
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09UTBSWR: Big Sand Wash Reservoir, UT
#	RESERVOIR 10137290: Causey Reservoir, UT
#	RESERVOIR 09UTCLEV: Cleveland Lake, UT
#	RESERVOIR 09UTCURR: Currant Creek Reservoir, UT
#	RESERVOIR 09UT06JJ: Deer Creek Reservoir, UT
#	RESERVOIR 10134000: East Canyon Reservoir, UT
#	RESERVOIR 10131500: Echo Reservoir, UT
#	RESERVOIR 09234400: Flaming Gorge Reservoir, UT
#	RESERVOIR 10UTGTVL: Grantsville Reservoir, UT
#	RESERVOIR 09UTGUNL: Gunlock, UT
#	RESERVOIR 10216200: Gunnison Reservoir, UT
#	RESERVOIR 09UTHUNT: Huntington North Reservoir, UT
#	RESERVOIR 10107000: Hyrum Reservoir, UT
#	RESERVOIR 09323900: Joes Valley Reservoir, UT
#	RESERVOIR 10155050: Jordanelle Reservoir, UT
#	RESERVOIR 09UTKENS: Ken's Lake, UT
#	RESERVOIR 09UTKOLB: Kolob Reservoir, UT
#	RESERVOIR 10132490: Lost Creek Reservoir, UT
#	RESERVOIR 10UTENTL: Lower Enterprise, UT
#	RESERVOIR 09UTMILF: Miller Flat Reservoir, UT
#	RESERVOIR 09UTMILL: Millsite, UT
#	RESERVOIR 10238500: Minersville Reservoir, UT
#	RESERVOIR 09290500: Moon Lake Reservoir, UT
#	RESERVOIR 10188000: Otter Creek Reservoir, UT
#	RESERVOIR 10UTPANG: Panguitch Lake, UT
#	RESERVOIR 10139000: Pineview Reservoir, UT
#	RESERVOIR 10191000: Piute Reservoir, UT
#	RESERVOIR 10105200: Porcupine Reservoir, UT
#	RESERVOIR 09UTQUAI: Quail Creek, UT
#	RESERVOIR 09UTREDF: Red Fleet Reservoir, UT
#	RESERVOIR 10129400: Rockport Reservoir, UT
#	RESERVOIR 09UTSAND: Sand Hollow Reservoir, UT
#	RESERVOIR 09311000: Scofield Reservoir, UT
#	RESERVOIR 10UT03JJ: Settlement Canyon Reservoir, UT
#	RESERVOIR 10218500: Sevier Bridge Reservoir, UT
#	RESERVOIR 10128000: Smith And Morehouse Reservoir, UT
#	RESERVOIR 09UT02JJ: Starvation Reservoir, UT
#	RESERVOIR 09219600: Stateline Reservoir, UT
#	RESERVOIR 09271300: Steinaker Reservoir, UT
#	RESERVOIR 09282500: Strawberry Reservoir, UT
#	RESERVOIR 10UTENTU: Upper Enterprise, UT
#	RESERVOIR 09278000: Upper Stillwater Reservoir, UT
#	RESERVOIR 10166500: Utah Lake, UT
#	RESERVOIR 10140800: Willard Bay, UT
#	RESERVOIR 10UTWOOD: Woodruff Creek, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Day  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 1980-10-01 to 2023-03-29
#
# As of: Apr 1, 2023 11:36:27 AM GMT-08:00
#
Date,Big Sand Wash Reservoir (09UTBSWR) Reservoir Storage Volume (ac_ft) Start of Day Values,Causey Reservoir (10137290) Reservoir Storage Volume (ac_ft) Start of Day Values,Cleveland Lake (09UTCLEV) Reservoir Storage Volume (ac_ft) Start of Day Values,Currant Creek Reservoir (09UTCURR) Reservoir Storage Volume (ac_ft) Start of Day Values,Deer Creek Reservoir (09UT06JJ) Reservoir Storage Volume (ac_ft) Start of Day Values,East Canyon Reservoir (10134000) Reservoir Storage Volume (ac_ft) Start of Day Values,Echo Reservoir (10131500) Reservoir Storage Volume (ac_ft) Start of Day Values,Flaming Gorge Reservoir (09234400) Reservoir Storage Volume (ac_ft) Start of Day Values,Grantsville Reservoir (10UTGTVL) Reservoir Storage Volume (ac_ft) Start of Day Values,Gunlock (09UTGUNL) Reservoir Storage Volume (ac_ft) Start of Day Values,Gunnison Reservoir (10216200) Reservoir Storage Volume (ac_ft) Start of Day Values,Huntington North Reservoir (09UTHUNT) Reservoir Storage Volume (ac_ft) Start of Day Values,Hyrum Reservoir (10107000) Reservoir Storage Volume (ac_ft) Start of Day Values,Joes Valley Reservoir (09323900) Reservoir Storage Volume (ac_ft) Start of Day Values,Jordanelle Reservoir (10155050) Reservoir Storage Volume (ac_ft) Start of Day Values,Ken's Lake (09UTKENS) Reservoir Storage Volume (ac_ft) Start of Day Values,Kolob Reservoir (09UTKOLB) Reservoir Storage Volume (ac_ft) Start of Day Values,Lost Creek Reservoir (10132490) Reservoir Storage Volume (ac_ft) Start of Day Values,Lower Enterprise (10UTENTL) Reservoir Storage Volume (ac_ft) Start of Day Values,Miller Flat Reservoir (09UTMILF) Reservoir Storage Volume (ac_ft) Start of Day Values,Millsite (09UTMILL) Reservoir Storage Volume (ac_ft) Start of Day Values,Minersville Reservoir (10238500) Reservoir Storage Volume (ac_ft) Start of Day Values,Moon Lake Reservoir (09290500) Reservoir Storage Volume (ac_ft) Start of Day Values,Otter Creek Reservoir (10188000) Reservoir Storage Volume (ac_ft) Start of Day Values,Panguitch Lake (10UTPANG) Reservoir Storage Volume (ac_ft) Start of Day Values,Pineview Reservoir (10139000) Reservoir Storage Volume (ac_ft) Start of Day Values,Piute Reservoir (10191000) Reservoir Storage Volume (ac_ft) Start of Day Values,Porcupine Reservoir (10105200) Reservoir Storage Volume (ac_ft) Start of Day Values,Quail Creek (09UTQUAI) Reservoir Storage Volume (ac_ft) Start of Day Values,Red Fleet Reservoir (09UTREDF) Reservoir Storage Volume (ac_ft) Start of Day Values,Rockport Reservoir (10129400) Reservoir Storage Volume (ac_ft) Start of Day Values,Sand Hollow Reservoir (09UTSAND) Reservoir Storage Volume (ac_ft) Start of Day Values,Scofield Reservoir (09311000) Reservoir Storage Volume (ac_ft) Start of Day Values,Settlement Canyon Reservoir (10UT03JJ) Reservoir Storage Volume (ac_ft) Start of Day Values,Sevier Bridge Reservoir (10218500) Reservoir Storage Volume (ac_ft) Start of Day Values,Smith And Morehouse Reservoir (10128000) Reservoir Storage Volume (ac_ft) Start of Day Values,Starvation Reservoir (09UT02JJ) Reservoir Storage Volume (ac_ft) Start of Day Values,Stateline Reservoir (09219600) Reservoir Storage Volume (ac_ft) Start of Day Values,Steinaker Reservoir (09271300) Reservoir Storage Volume (ac_ft) Start of Day Values,Strawberry Reservoir (09282500) Reservoir Storage Volume (ac_ft) Start of Day Values,Upper Enterprise (10UTENTU) Reservoir Storage Volume (ac_ft) Start of Day Values,Upper Stillwater Reservoir (09278000) Reservoir Storage Volume (ac_ft) Start of Day Values,Utah Lake (10166500) Reservoir Storage Volume (ac_ft) Start of Day Values,Willard Bay (10140800) Reservoir Storage Volume (ac_ft) Start of Day Values,Woodruff Creek (10UTWOOD) Reservoir Storage Volume (ac_ft) Start of Day Values
1980-10-01,,2454,,,103732,31430,34466,3080444,,,6060,1238,10092,48952,,,,18030,,,,14430,10710,39870,,71410,51610,,,10256,48620,,47766,,144000,,150924,,22881,,,,806100,168000,
1980-10-02,,,,,103425,,34315,3079719,,,,,,,,,,,,,,,10556,,,71178,51610,,,,48478,,47200,,145000,,154000,,22816,,,,808900,,
1980-10-03,,2423,,,103118,,34165,3078994,,,,,,,,,,17970,,,,,10558,,,71178,,,,,48289,,47200,,145000,,154031,,22719,,,,799700,,
1980-10-04,,,,,102913,,33966,3075742,,,,,,49800,,,,,,,,,10559,,,70946,,,,,48100,,47000,,145000,,154094,,22655,,,,800600,,
1980-10-05,,,,,102610,31340,33768,3072845,,,,,,,,,,,,,,,10561,,,70714,,,,,47912,,47000,,145000,,154031,,22571,,,,799700,,
1980-10-06,,,,,102308,,33571,3072492,,,,,,,,,,,,,,,10563,,,70483,,,,,47771,,47000,,146000,,153968,,22494,,,,801500,,
1980-10-07,,2385,,,102106,,33375,3070674,,,,,,49300,,,,17970,,,,,10564,,,70252,52200,,,,47584,,46700,,146000,,153874,8669,22398,,,,801500,168000,
1980-10-08,,,,,101702,,33130,3068875,,,,,,49200,,,,,,,,,10566,,,70022,,,,,47397,,46700,,147000,,153841,8619,22302,,,,799700,,
1980-10-09,,,,,101400,,32936,3065984,,,,,,,,,,,,,,,10568,,,69792,,,,10286,47117,,46700,,147000,,153715,,22207,,,,800600,,
1980-10-10,,2294,,,100996,,32694,3061651,,,,,,,,,,17870,,,,,10570,,,69563,,,,,46931,,46700,,148000,,153559,,22111,,,,795000,,
1980-10-11,,,,,100696,,32502,3055880,,,,,,48600,,,,,,,,14620,10571,40090,,69334,51610,,,,46745,,46500,,148000,,153337,,22016,,,,797800,,
1980-10-12,,,,,100197,31120,32310,3054808,,,,,,,,,,,,,,,10573,,,69106,,,,,46560,,46500,,148000,,153088,,21889,,,,801500,,
1980-10-13,,,,,99998,,32215,3054808,,,,,,,,,,,,,,,10575,,,69106,,,,,46375,,46500,,148000,,152867,,21795,,,,804300,,
1980-10-14,,2206,,,99699,,32215,3055177,,,,,,,,,,17770,,,,,10576,,,68878,,,,,46283,,46500,,148000,,152616,,21700,,,,799700,166000,
1980-10-15,,,,,99699,,32406,3053367,,,,,,47900,,,,,,,,,10578,,,68878,,,,,46237,,46200,,149000,,152523,,21606,,,,785900,,
1980-10-16,,,,,99600,,32598,3054808,,,,,,,,,,,,,,,10580,,,69106,,,,10316,46237,,46200,,149000,,152397,8300,21550,,,,796900,,
1980-10-17,,,,,99600,,32985,3054457,,,,,,,,,,,,,,,10582,,,69106,,,,,46190,,46500,,150000,,152774,,21481,,,,813500,,
1980-10-18,,,,,99699,31230,33375,3054088,,,,,,47300,,,,,,,,,10583,,,69106,,,,,46099,,46500,,151000,,152836,,21387,,,,809800,,
1980-10-19,,,,,99898,,33768,3053367,,,,,,,,,,,,,,,10585,,,69106,,,,,46007,,46500,,151000,,152836,,21387,,,,810700,,
1980-10-20,,,,,99898,,34165,3053016,,,,,,,,,,,,,,,10587,,,69106,51230,,,,45915,,46500,,152000,,152836,,21387,,,,812600,,
1980-10-21,,,,,100197,,34566,3052647,,,,,,46800,,,,,,,,,10588,40530,,69106,,,,,45823,,46500,,153000,,152804,8137,21387,,,,813500,,
1980-10-22,,2119,,,100397,,34970,3051927,,,,,,46500,,,,,,,,,10590,,,69106,,,,,45731,,46500,,154000,,152804,,21387,,,,814400,165000,
1980-10-23,,,,,100397,,35378,3050856,,,,,,,,,,17740,,,,,10592,,,69106,,,,10377,45457,,46500,,156000,,152774,,21374,,,,801500,,
1980-10-24,,,,,100496,,35789,3047978,,,,,,,,,,,,,,,10593,,,69106,,,,,45275,,46500,,157000,,152836,,21362,,,,813500,,
1980-10-25,,,,,100496,31660,36204,3043664,,,,,,46200,,,,,,,,,10595,,,69106,,,,,45184,,46500,,158000,,152836,,21350,,,,816300,,
1980-10-26,,,,,100696,,36517,3042946,,,,,,,,,,,,,,,10597,,,68878,51230,,,,45002,,46500,,159000,,152836,,21350,,,,817200,,
1980-10-27,,,,,100696,,36830,3042595,,,,,,,,,,,,,,,10599,,,68878,,,,,44821,,46500,,159000,,152867,,21343,,,,795000,,
1980-10-28,,2191,,,100796,,37145,3039373,,,10700,,,45700,,,,17710,,,,,10600,,,68878,,,,,44731,,46500,,160000,,152962,,21337,,,,801500,165000,
1980-10-29,,,,,100895,,37461,3037203,,,,,,45600,,,,,,,,,10602,,,68878,,,,,44640,,46700,,160000,,152993,8131,21325,,,,813500,,
1980-10-30,,,,,100895,,37777,3033636,,,,,,,,,,,,,,,10604,,,68878,,,,10377,44640,,46700,,161000,,153088,,21325,,,,816300,,
1980-10-31,,,,,100895,,38095,3031486,,,,,,45600,,,,,,,,,10605,,,68878,,,,,44550,,46700,,162000,,153244,,21312,,,,817200,,
1980-11-01,,2302,,,100796,31930,38414,3027906,,,11170,418,10155,44350,,,,17680,,,,16350,10607,40980,,69106,51230,,,,44550,,47000,,163000,,153400,,21300,,,,819100,165000,
1980-11-02,,,,,100696,31980,38734,3027906,,,,,,,,,,,,,,,10607,,,68878,51230,,,,44460,,47000,,164000,,153652,,21368,,,,820000,,
1980-11-03,,,,,100596,,39055,3027191,,,,,,,,,,,,,,,10660,,,68878,,,,,44415,,47000,,165000,,153496,,21437,,,,820000,,
1980-11-04,,,,,100496,,39377,3025045,,,11530,,,45600,,,,17650,,,,,10712,,,68878,,,,,44325,,47000,,165000,,153559,,21512,,,,821900,,
1980-11-05,,,,,100397,,39700,3023266,,,,,,,,,,,,,,,10765,,,69106,,,,,44190,,47000,,166000,,153559,8153,21575,,,,822800,,
1980-11-06,,,,,100297,,39916,3021471,,,,,,,,,,,,,,,10817,,,69106,,,,,44100,,47000,,167000,,153589,,21663,,,,823700,,
1980-11-07,,,,,100098,,40132,3019328,,,,,,,,,,,,,,,10870,,,69106,,,,10392,44010,,47000,,169000,,153622,,21732,,,,825600,,
1980-11-08,,,,,99998,,40349,3016839,,,,,,45600,,,,,,,,,10922,,,69106,,,,,43921,,47000,,169000,,153652,8165,21795,,,,826500,,
1980-11-09,,,,,99799,32350,40566,3016125,,,,,,,,,,,,,,,10975,,,69106,50840,,,,43832,,47000,,169000,,153715,,21870,,,,818100,,
1980-11-10,,,,,99699,,40784,3016839,,,,,,,,,,,,,,,11028,,,69106,,,,,43742,,47000,,170000,,153715,,21946,,,,822800,,
1980-11-11,,2619,,,99600,,41002,3015777,,,12390,,,45600,,,,17680,,,,,11080,42110,,69106,,,,,43724,,47000,,171000,,153715,,22016,,,,825600,164000,
1980-11-12,,,,,99500,,41221,3014699,,,,,,,,,,,,,,,11133,,,68878,,,,,43653,,47000,,,,153715,,22079,,,,831200,,
1980-11-13,,,,,99400,,41440,3015064,,,,,,,,,,,,,,,11185,,,68651,,,,,43653,,47200,,,,153778,8195,22143,,,,818100,,
1980-11-14,,,,,99400,,41660,3014351,,,,,,,,,,,,,,,11238,,,68651,,,,10499,43564,,47200,,,,153874,,22232,,,,824600,,
1980-11-15,,,,,99500,,41880,3012925,,,,,,45600,,,,,,,,,11290,,,68424,,,,,43564,,47200,,,,153874,,22334,,,,829300,,
1980-11-16,,,,,99500,32730,42213,3011134,,,,,,,,,,,,,,,11343,,,68424,50260,,,,43475,,47200,,,,153874,,22398,,,,829300,,
1980-11-17,,,,,99500,,42548,3009727,,,,,,,,,,,,,,,11395,,,68424,,,,,43297,,47200,,177000,,153874,,22462,,,,833000,,
1980-11-18,,2805,,,99500,,42884,3007938,,,13280,,,45500,,,,17710,,,,,11448,,,67971,,,,,43208,,47200,,178000,,153841,,22526,,,,835800,,
1980-11-19,,,,,99500,,43223,3007226,,,,,,,,,,,,,,,11501,,,67971,,,,,43120,,47200,,179000,,153811,,22591,,,,837700,164000,
1980-11-20,,,,,99500,,43564,3007226,,,,,,,,,,,,,,17910,11553,,,67745,,,,10667,43031,,47200,,179000,,153811,,22642,,,,839600,,
1980-11-21,,,,,99460,,43792,3006879,,,,,,,,,,,,,,,11606,43020,,67520,,,,,43031,,47200,,180000,,153811,8197,22700,,,,841400,,
