date,1983,2011,2023,Median ('91-'20)
10-Jul,0.0,0.1,,0.0
11-Jul,0.0,0.1,,0.0
12-Jul,0.0,0.1,,0.0
13-Jul,0.0,0.0,,0.0
14-Jul,0.0,0.0,,0.0
15-Jul,0.0,0.0,,0.0
16-Jul,0.0,0.0,,0.0
17-Jul,0.0,0.0,,0.0
18-Jul,0.0,0.0,,0.0
19-Jul,0.0,0.0,,0.0
20-Jul,0.0,0.0,,0.0
21-Jul,0.0,0.0,,0.0
22-Jul,0.0,0.0,,0.0
23-Jul,0.0,0.0,,0.0
24-Jul,0.0,0.0,,0.0
25-Jul,0.0,0.0,,0.0
26-Jul,0.0,0.0,,0.0
27-Jul,0.0,0.0,,0.0
28-Jul,0.0,0.0,,0.0
29-Jul,0.0,0.0,,0.0
30-Jul,0.0,0.0,,0.0
31-Jul,0.0,0.0,,0.0
1-Aug,0.0,0.0,,0.0
2-Aug,0.0,0.0,,0.0
3-Aug,0.0,0.0,,0.0
4-Aug,0.0,0.0,,0.0
5-Aug,0.0,0.0,,0.0
6-Aug,0.0,0.0,,0.0
7-Aug,0.0,0.0,,0.0
8-Aug,0.0,0.0,,0.0
9-Aug,0.0,0.0,,0.0
10-Aug,0.0,0.0,,0.0
11-Aug,0.0,0.0,,0.0
12-Aug,0.0,0.0,,0.0
13-Aug,0.0,0.0,,0.0
14-Aug,0.0,0.0,,0.0
15-Aug,0.0,0.0,,0.0
16-Aug,0.0,0.0,,0.0
17-Aug,0.0,0.0,,0.0
18-Aug,0.0,0.0,,0.0
19-Aug,0.0,0.0,,0.0
20-Aug,0.0,0.0,,0.0
21-Aug,0.0,0.0,,0.0
22-Aug,0.0,0.0,,0.0
23-Aug,0.0,0.0,,0.0
24-Aug,0.0,0.0,,0.0
25-Aug,0.0,0.0,,0.0
26-Aug,0.0,0.0,,0.0
27-Aug,0.0,0.0,,0.0
28-Aug,0.0,0.0,,0.0
29-Aug,0.0,0.0,,0.0
30-Aug,0.0,0.0,,0.0
31-Aug,0.0,0.0,,0.0
1-Sep,0.0,0.0,,0.0
2-Sep,0.0,0.0,,0.0
3-Sep,0.0,0.0,,0.0
4-Sep,0.0,0.0,,0.0
5-Sep,0.0,0.0,,0.0
6-Sep,0.0,0.0,,0.0
7-Sep,0.0,0.0,,0.0
8-Sep,0.0,0.0,,0.0
9-Sep,0.0,0.0,,0.0
10-Sep,0.0,0.0,,0.0
11-Sep,0.0,0.0,,0.0
12-Sep,0.0,0.0,,0.0
13-Sep,0.0,0.0,,0.0
14-Sep,0.0,0.0,,0.0
15-Sep,0.0,0.0,,0.0
16-Sep,0.0,0.0,,0.0
17-Sep,0.0,0.0,,0.0
18-Sep,0.0,0.0,,0.0
19-Sep,0.0,0.0,,0.0
20-Sep,0.0,0.0,,0.0
21-Sep,0.0,0.0,,0.0
22-Sep,0.0,0.0,,0.0
23-Sep,0.0,0.0,,0.0
24-Sep,0.0,0.0,,0.0
25-Sep,0.0,0.0,,0.0
26-Sep,0.0,0.0,,0.0
27-Sep,0.0,0.0,,0.0
28-Sep,0.0,0.0,,0.0
29-Sep,0.0,0.0,,0.0
30-Sep,0.0,0.0,,0.0
